name,product_id,price,store,stock,description,rating,reviews,image,rollout_date,category_n
"South Of France Hand Wash Liquid Climbing Wild Rose 8 Ounce, Pack of 2",4e2207f0-0f29-4f2b-8477-30a0fdac9019,20.52,"Collier, Ankunding and Kunde",283,"Natural Body Care BPA-Free and Phthalate-Free Our luxuriously lathering Hand Wash follows a traditional Marseille recipe that is enriched with our own blend of natural vegetable oils and vegetable glycerin. Moisturizing Coconut Oil and soothing Aloe Vera leave your skin cleansed and deeply moisturized. Infused with the fresh scent of wild roses climbing the stone walls of a Provencal cottage. Other Ingredients Filtered water, saponified coconut oil, olive oil, natural vegetable glycerin, cellulose, blends of natural and essential oils and fragrance, citric acid, vitamin E, aloe leaf extract. Free of Phthalates, Sodium Lauryl/Laureth Sulfate, Parabens, EDTA, Animal By-Products, and Glutens. South Of France Hand Wash Liquid Climbing Wild Rose 8 Ounce, Pack of 2",0,0,07eda481-577f-4f53-a508-ebf6ac06ebfa_1.11f043412ce9959c6f1df085496ff6be.jpeg,2021-01-11T11:54:59,Personal Care:Bath & Body:Hand Soaps
Vaseline Lip Therapy Lip Balm Tin Rosy Lips 0.6 oz,03ffa0f9-5f86-4220-9d27-f85db4e7720e,4.3,Durgan-Graham,148,"Vaseline? Lip Therapy? Rosy Lips Tin has been clinically proven to help heal dry lips, and it gives your lips a natural, rosy shine. This tinted lip balm has a non-sticky formula that melts into lips to lock in moisture while enhancing your lip color. Our Vaseline? lip balm tins are convenient, so you can take them with you in your bag, purse, or pocket, and moisturize whenever your lips feel dry. Natural, Rosy Shine When you have dry lips, the last thing you want is to make them worse. Vaseline Lip Therapy? Rosy Lips truly moisturizes while also bringing out lips? natural rosy tones. This tinted lip moisturizer provides a glossy look with a hint of pink ? and you?ll love the scent that has elements of rose, vanilla, and red berry. Made with the Original Wonder Jelly Like all Vaseline? lip products, this formula is made with pure Vaseline? Jelly that has been protecting and helping to heal dry skin since 1870. This product brings you the dry skin healing benefits of our original Jelly in a formula custom designed for lips, so Vaseline Lip Therapy? Rosy Lips is a lip balm you can trust. Locks in Moisture The top protective layer of skin on your lips is thinner than on the rest of your body, and can be more susceptible to dryness. Vaseline? Rosy Lips tin is a moisturizing lip balm that penetrates into lips rather than simply sitting on the surface. The formula locks in moisture to support your lips? natural recovery from dryness. Vaseline Lip Therapy Rosy Lips Tin: Vaseline Lip Therapy Rosy Lips Tin is clinically proven to help heal dry lips Provides long-lasting moisturization to help heal dry lips Provides the healing benefits of Vaseline Jelly in a formula custom-made for lips Sweet fragrance with hints of rose, vanilla, and red berry Gives lips a natural, glossy shine Non-sticky, non-greasy formula spreads on smoothly",0,0,dd2343df-7302-4cf2-8efd-8151526f686f_1.afa8af8f8056ebf39342427895aef616.jpeg,2021-07-12T09:24:29,Health:Lip Care:Vaseline
3W Clinic Intensive UV Sunblock Cream SPF 50+ PA+++ 70ml/2.3oz Skincare,537235b1-e22c-4987-8968-e49d8da6945d,21.0,Durgan-Graham,180,"A 12-hour long-lasting sunscreen cream The soft texture spreads easily on skin Features a sheer, lightweight & freshly-scented formula Contains Aloe, Mulberry Root & Red Ginseng extracts to moisturize skin Blended with natural plant extracts to reduce skin irritation Shields skin against harmful sunrays with SPF 50+ PA+++ Leaves skin comfortable & healthy looking Ideal as a makeup base",0,0,c4fca380-fd53-4879-8e5a-357ad03966e6_1.8a93ad3840420f6a93cb76166815162c.jpeg,2021-03-25T11:10:21,Personal Care:Sun Care:Sunscreen
"Security Maxi Pads, Long Super, Unscented, 44 count, U by Kotex Security Maxi Pads - more absorbent for when you need it mostWalmartpared to U by.., By U by Kotex",a83b602b-a4a3-4611-b11d-d695f7c167b3,16.89,Durgan-Graham,289,"All of our productsWalmartply with international quality standards and are greatly appreciated in a variety of different markets throughout the world. Forget everything you know about maxi pads. Security Maxi Pads are more absorbent for when you need it mostWalmartpared to Security Ultra Thins. This feminine pad without wings has a breathable, cottony SOFT TOUCH cover forWalmartfortable protection. Each sanitary napkin is designed with a super-absorbent core and deep channels to FLEX and FIT your body for medium to heavy flow days, so it protects where you need it. Available in long and regular length and super absorbency, Security Maxi Pads are latex-free, lotion-free and fragrance-free. For nighttime protection, try Security Maxi Overnight Pads with Wings. If you are interested in any of our products or would like to discuss a custom order, please feel free to contact us. U by Kotex Security Maxi Pads - more absorbent for when you need it mostWalmartpared to U by Kotex Security Ultra Thin Pads Pads for women with a breathable design and cottony SOFT TOUCH cover A super-absorbent core with deep channels to FLEX and FIT your body U by Kotex Maxi Pads are latex-free, lotion-free and unscentedÃ¢â‚¬â€œ available in regular and long length Trusted protection that is soft on your skin and helps keep you dry For Heavy Flow Quietest pouch. Clothlike material for the ultimate in discretion. Featuring the Flexi-Groove channel for secure protection. Featuring the Leak Lock System - a unique dual-layer design with more absorbent where you need it. 1.5 longer than Kotex Maxi Pads for added protection.",0,0,e2875c19-6d20-4396-92dd-8e7cc3eeea2f_1.c1649973202c59d52928e6509d933971.jpeg,2020-11-01T13:06:21,Personal Care:Feminine Care:U by Kotex
(2 Pack) Alba Botanica Sunless Tanning Lotion SPF15 4 Ounce,5c23df09-c66c-400e-b1c4-7a7c053673d5,30.24,"Schulist, Collier and Christiansen",109,Alba Botanica Sunless Tanning Lotion SPF15 4 Ounce sold as single and value multi-packs. Buy in quantity and save! 2570,0,0,427779f2-fa30-4305-a0a1-bea802db750c.d76d5220a07388469b95034a7a908060.jpeg,2020-12-16T13:18:12,Personal Care:Sun Care:Tanning Lotions & Oils
Wahl Deluxe Lithium Micro GroomsMan Personal Trimmer,4585c580-ff49-4be8-83cd-f65e7194f0ea,43.41,Durgan-Graham,55,"The Wahl Deluxe Lithium Micro GroomsMan Personal Trimmer gives you the precise power to trim your growing hair Perfect for trimming your brow, neckline, nose or ears Dry/wet use 1 AAA battery required (included) 3-year manufacturers warranty Imported .",0,0,d8fb03d5-e367-4df5-a977-26f37840c9bc.a9cd647715b0a93033c8bdb6172b4a12.jpeg,2021-01-23T12:01:13,Personal Care:Personal Care by Brand:Wahl
"Kiss My Face Babys First Kiss SPF 50 Broad Spectrum Mineral Sunscreen Lotion, 4 oz., Safe for Babys Skin, Mineral Active Ingredients, Moisturizing Lotion, Safe Suncare",b8f9ea94-8174-425e-a162-8db4534cb700,13.97,"Collier, Ankunding and Kunde",48,"Practice Safe Sun for your precious babys skin with Kiss My Face Babys First Kiss SPF 50 Sunscreen Lotion! This will help protect your baby from sunburn or skin damage from the sun when youre outside. This Broad Spectrum Sunscreen Lotion uses mineral active ingredients to protect skin, plus it includes Nourishing Antioxidant Defenders like chamomile and aloe to help moisturize babys sensitive skin. It is water resistant for up to 80 minutes, meaning you can be outside safely with your little one. Kiss My Face Babys First Kiss SPF 50 Broad Spectrum Mineral Sunscreen Lotion is a convenient hypoallergenic lotion thats also free from phthalates and paraben. It also contains coconut oil, sunflower seed oil, lavender, avocado oil and jojoba seed oil. When used properly, mineral sunscreens will leave a whitish tint, which is what you want for proper protection for your baby. Be sure to reapply Kiss My Face Babys First Kiss SPF 50 Sunscreen Lotion to your babys skin as often as needed. Practice Safe Sun. BROAD SPECTRUM SUNSCREEN: Kiss My Face Babys First Kiss SPF 50 Broad Spectrum Mineral Sunscreen Lotion provides optimal protection against both UVA and UVB sunlight, so your baby can stay safe longer when youre out in the sun. SWEAT & WATER RESISTANT UP TO 80 MINUTES: This SPF 50 Sunscreen Lotion is sweat and water resistant for up to 80 minutes, meaning it will remain effective on your babys skin wet or dry. MOISTURIZING SKIN-SAFE LOTION: To protect your baby from the dangers of too much sun and also keep their skin moisturized and healthy, apply this moisturizing SPF 50 lotion liberally every 80 minutes. 100% VEGAN & REEF FRIENDY: Kiss My Face Babys First Kiss SPF 50 Sunscreen Lotion contains only the finest 100% vegan ingredients, plus its reef friendly to protect the environment. ABOUT KISS MY FACE: The goal at Kiss My Face is to make powerfully effective sun protection and skincare products from as many natural, high-quality ingredients as possible. Since its beginnings, Kiss My Face has made mostly vegan products and never tested those products on animals. Sustainable, plant-based ingredients are used to be gentle to both people and the planet. Kiss My Face strives to use the highest level of post-consumer, recycled content in every bottle and box. At Kiss My Face, our goal is to walk gently and respectfully with the earth. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer/skin aging. To decrease risk, regularly use sunscreen with Broad Spectrum SPF of 15 or higher and employ other sun protection measures, including: Limit time in sun, especially from 10 am–2 pm; wear long-sleeve shirts, pants, hats and sunglasses as needed. Broad Spectrum SPF 50 Sunscreen for Babies Water Resistant to 80 Minutes Mineral Active Sunscreen Lotion Hypoallergenic and Tear Free Free from Phthalates and Paraben MANUFACTURER PROMISE:  Before buying, please check whether the product is &quotSold & shipped by Walmart&quot to make sure you are receiving this product from the manufacturer, to ensure proper product dating and highest quality.",0,0,3fbb6173-2f43-4a5d-9f0b-44547ca23d07_1.4bdc39073691908e0e477608a537f185.png,2021-02-02T02:36:30,Personal Care:Sun Care:Sunscreen
SunFood Kosher Raw Organic Apricot Kernels - 8 OZ,05439a52-4d23-42e6-9061-f56c9aaf1b1d,15.95,"Schulist, Collier and Christiansen",9,"Organic Sweet Apricot KernelsApricot Kernels are simply the edible seeds of apricots. A close relative to the almond, they have a sweet, nutty flavor with a hint of amaretto. Apricot Kernels are one of the highest natural sources of a rare phytonutrient called amygdalin, also known as vitamin B17, an important nutrient which has largely disappeared from Western diets. A cholesterol-free food, Apricot Kernels also have healthy plant fats, protein and iron.The Sunfood DifferenceOur raw, certified organic apricot kernels originate from wild apricot trees that have never come into contact with any sort of pesticide, herbicide or synthetic fertilizer. The apricots are harvested gently by hand, then the kernels are removed and slowly sun-dried. Our farmers pride themselves on cultivating the highest quality kernels possible while maintaining eco-friendly and sustainable agricultural practices. Ingredients: Certified organic raw apricot kernels. Nutrition Facts: Calories 25Calories from Fat 20Total Fat 2 g 3%Saturated Fat 0 g 0%Trans Fat 0 gCholesterol 0 mg 0%Sodium 0 mg 0%Total Carbohydrate 2 g <1%Dietary Fiber 0 gSugars 0 gProtein 1 g Food Sensitivity: Packaged in a gluten free facility. May contain traces of tree nuts and peanuts. Non-GMO Project Verified, USDA Organic, Raw, Vegan. Recommend Use: It is best to start slowly with 2-4 apricot kernels a day. Enjoy out of the bag, in a smoothie or trail mix, dipped in honey, or ground and sprinkled on a salad. Warnings: Reseal bag after opening. Store in a cool, dry place. Refrigeration is recommended. Sweet apricot kernels contain amygdalin (Vitamin B17) which can cause symptoms of cyanide poisoning when eaten in excess. Do not eat more than 8 seeds per day. See a doctor immediately if you experience symptoms like nausea, fever, headache, or low blood pressure. Do not eat if you are pregnant or nursing. Kosher Certified Organic Sweet Apricot KernelsApricot Kernels are simply the edible seeds of apricots. A close relative to the almond, they have a sweet, nutty flavor with a hint of amaretto. Apricot Kernels are one of the highest natural sources of a rare phytonutrient called amygdalin, also known as vitamin B17, an important nutrient which has largely disappeared from Western diets. A cholesterol-free food, Apricot Kernels also have healthy plant fats, protein and iron.The Sunfood DifferenceOur raw, certi It is best to start slowly with 2-4 apricot kernels a day. Enjoy out of the bag, in a smoothie or trail mix, dipped in honey, or ground and sprinkled on a salad. Certified organic raw apricot kernels. Packaged in a gluten free facility. May contain traces of tree nuts and peanuts. Non-GMO Project Verified, USDA Organic, Raw, Vegan.",0,0,a96d906c-26fb-46b4-9802-2edc440f18b7_1.1cf816f579cf053dc4812e288b47f332.jpeg,2021-01-31T14:23:21,Food:Organic Foods:Organic Foods
Chlorella Powder Broken Cell,437a1f11-90b3-471a-934b-18fcb4f5e589,79.11,Durgan-Graham,243,Our bulk products are packaged using a re-sealable food grade bag that blocks UV light and moisture. All our products are safety sealed for our customers safety. Our dark colored bags are specially designed to ensure the freshest product possible. Chlorella Powder Broken Cell,0,0,c8af353d-c591-4de8-8481-45ed3e2ff658_1.84c94cf1f2baec6e456f4c543666a459.jpeg,2020-11-23T02:07:03,"Books:House, Home & Gardening Books:Gardening Books"
Women'S Running Cc Cosmic Boost Shoes,af5c2f46-adef-4098-bcfe-1e550c382889,99.99,"Collier, Ankunding and Kunde",185,"Feel as cool as you look with these adidas CC Cosmic Boost shoes for women. Dynamic adidas Primeknit technology promotes sock-like fit and natural flex. CLIMACHILLÂ® offers the
ultimate 360Â° active ventilation sensation while the Boostâ¢ Foam offers the best energy return due to thousands of energy capsules storing and unleashing energy by every step. ",0,0,Women_RUNNING_SHOES_LOW_B44500_1.jpg,2021-09-27T20:56:11,shoese:brand:Adidas
"Crest Pro-Health Sensitive & Enamel Shield Toothpaste, 4.6 oz (Pack of 2)",cdd698d8-e3e3-473b-b512-88b47519844a,13.71,"Schulist, Collier and Christiansen",22,"Crest Pro-Health Sensitive & Enamel Shield Toothpaste, 4.6 oz TWIN Helps relieve and build protection against painful tooth sensitivity Strengthens enamel and protects against enamel loss Healthier gums by helping to prevent gingivitis Stronger teeth by strengthening enamel Protects 7 areas dentist check: Cavities, Gingivitis, Plaque, Sensitivity, Tartar, Whitening, Freshens Breath",0,0,9e44b728-2893-4229-9be3-aeef3963ddbf_1.574b05b7dc7bde6c796740a6eec28208.jpeg,2020-10-23T11:06:47,Personal Care:Personal Care by Brand:Crest
Men'S Adidas Running Solarboost St 19 Shoes,f72eaca4-642f-4e85-ad5a-483dfe65fe77,159.99,Durgan-Graham,157,"There's no such thing as an ordinary run. These men's stability shoes provide targeted support and optimal comfort for everyday long-distance running. Inspired by NASA technology, the mesh upper has stitched-in areas of reinforcement for precisely calibrated support. Dual-density cushioning is firmer on the medial side to guide your foot for a smooth, confident ride.",0,0,MEN_RUNNING_SHOES_EE4316_1.jpg,2020-12-14T16:00:16,shoese:brand:Adidas
Suave Extra Hold 7 Shaping Mousse 9 oz (Pack of 6),4275f121-7888-4713-951d-062709e4de06,24.19,Durgan-Graham,281,"Free Shipping Pack of 6 Pack of 6 for the UPC: 079400816603 Say yes to beautiful. Active Ingredients: Water (Aqua); Isobutane; Dimethyl Ether; Polyquaternium-4; Propane; Cocamidopropyl Betaine; Glycerin; Steareth-2; DMDM Hydantoin; Fragrance (Parfum); Dimethiconol; TEA-Dodecylbenzenesulfonate; Laureth-23; Cyclomethicone; Tocopherol (Vitamin E); Panthenol; Butylene Glycol; AMP-Isostearoyl Hydrolyzed Soy Protein Uses: Provides control and manageability for less than more expensive brands. Extra hold formula gives hair body, volume and lift. Weightless formula leaves hair feeling soft and manageable. Vitamin and protein enriched formula replenishes all hair types. Never too stiff or sticky. Contains no CFCs.",0,0,05f5ba16-335d-418d-9b33-45346f68200c_1.9c7d14bf0f0acf199e0c0781e1f90f54.jpeg,2021-04-29T02:23:05,Beauty:Hair Care:Hair Care Brands
Baseus Car Aromatherapy Air Refresher Purifier for Vehicle Air Freshener Car Dedicated Fragrance Aromatherapy Decoration Cologne/Lemon/Ocean,b8c9dad1-9360-4182-a4b1-8bbb9372f41e,11.31,"Collier, Ankunding and Kunde",154,"som, ornboe",0,0,fdeafdd8-cc4a-40e7-8090-0f02401ee61d_1.050e3772105e5f48311832db7cd2428d.jpeg,2020-12-19T13:35:33,Auto & Tires:Auto Detailing & Car Care:Car Air Fresheners
4 Pack Banana Boat Aloe After Sun Lotion 16oz Each,5da231a0-2330-47fb-957d-483d10854d32,27.99,"Schulist, Collier and Christiansen",73,ongreasy Lotion With Moisturizing Agents (Aloe Vera And Vitamin E) Applying The Lotion After Sun Exposure Keeps Your Tan Looking Great And Your Skin Feeling Refreshed4 Pack Banana Boat Aloe After Sun Lotion 16oz Each,0,0,66cd6394-9c5f-417a-9c83-1a2a2c0185b8.1c8104da46646bc3dbbd945740ed5ebd.jpeg,2021-01-13T02:40:02,Personal Care:Sun Care:After-Sun Care
Men'S Adidas Outdoor Siki Shoes,699ad1d0-7c84-4c03-9145-f7fb99e9708a,55.99,Durgan-Graham,298,These shoes for men has all the ingredients for the perfect outdoor shoes. The upper consists Soft nubuck leathers for enhanced comfort. The Super High Traction Rubber for optimal grip in wet conditions. Lightweight EVA midsole for long term cushioning. ,0,0,Men_OUTDOOR_SHOES_LOW_CK1088_1.jpg,2021-01-08T07:07:48,shoese:brand:Adidas
100% Pure Certified USDA Organic - Cedarwood Essential Oil,34977e28-d90a-4370-a85d-827ceb381322,18.95,"Collier, Ankunding and Kunde",131,"At US Organic, we use Premium Quality Certified Organic ingredients as a way to thank mother nature for the great gifts offered to us. Cedarwood is a plant native to cold climates and the chief components of Cedarwood Essential Oil are Alpha Cedrene, Beta Cedrene, Cedrol, Widdrol, Thujopsene and a group of Sesquiterpenes, which contribute a great deal to its medicinal value and health benefits. Features Highly Concentrated, 100% Pure USDA Certified Organic, Steam Distilled Cedarwood (Atlas) Oil - For external use only. Contains , Antiseptic, Diuretic, Astringent and Sedative properties which helps improve your skin, metabolism, digestive system and tighten muscles. Also serves as a natural Emmenagogue, regulating menstruation. Cedarwood Oil use is beneficial for improving Focus, stimulates Hair Growth and Gum Health, heals Skin irritation like Acne, spasmodic conditions like Asthma, Cough. Natural, Unfiltered, Undiluted, No Toxins, No Additives, No Preservatives, Packaged in the USA, Cruelty Free Product, Not Tested on Animals- Leaping Bunny Program Certified. Manufactured in US Organicâ€™s own FDA-registered, GMP-certified and USDA certified facility where meets or exceed all municipal and government standards. Health benefits & Uses : Cures Acne, Eczema, skin inflammation & infection Slows hair loss and induces hair growth Heals Dry scalp Antiseptic use on wounds Reduce Arthritis, Rheumatism Relieves spasmodic conditions like Asthma Tightens muscles - helps with Diarrhea Improves Focus & Concentration Heals Bronchitis and Cough as it removes phlegm from the respiratory tract and lungs Bug repellent Relieves tension - helps with chronic Stress, and Insominia Regulates menstruation Safety Information:Keep out of reach of children. Not for internal use. Do not use undiluted on skin, or in eyes or mucus membranes. May irritate skin. Avoid if pregnant. If suffering from any medical condition or taking medication, consult a health care practitioner before use. 100% Pure Certified USDA Organic - Cedarwood Essential Oil",0,0,0612d316-878d-4f84-bbc2-d789e2811297_1.7ad52b1ad39fcf1164282aaa8e9b7129.jpeg,2021-05-26T12:17:26,Health:Sleep Better:Calm Your Mind
